userId,Genres_and_Movies,Movies
156,"['Action,Adventure,Mystery,Romance,Thriller']","[[{'movieId': 908, 'title': 'North by Northwest (1959)', 'imdbId': 53125, 'tmdbId': 213}]]"
157,"['Action,Crime,Drama,Thriller']","[[{'movieId': 2959, 'title': 'Fight Club (1999)', 'imdbId': 137523, 'tmdbId': 550}]]"
158,"['Action,Thriller']","[[{'movieId': 2490, 'title': 'Payback (1999)', 'imdbId': 120784, 'tmdbId': 2112}]]"
159,"['Adventure,Animation,Children,Comedy,Fantasy,IMAX']","[[{'movieId': 78499, 'title': 'Toy Story 3 (2010)', 'imdbId': 435761, 'tmdbId': 10193}]]"
160,"['Action,Adventure,Drama']","[[{'movieId': 3578, 'title': 'Gladiator (2000)', 'imdbId': 172495, 'tmdbId': 98}]]"
161,"['Adventure,Animation,Children,Comedy']","[[{'movieId': 38038, 'title': 'Wallace & Gromit in The Curse of the Were-Rabbit (2005)', 'imdbId': 312004, 'tmdbId': 533}]]"
162,"['Action,Comedy,Crime,Drama,Thriller']","[[{'movieId': 145, 'title': 'Bad Boys (1995)', 'imdbId': 112442, 'tmdbId': 9737}]]"
163,"['Action,Thriller']","[[{'movieId': 1608, 'title': 'Air Force One (1997)', 'imdbId': 118571, 'tmdbId': 9772}]]"
164,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
165,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
166,"['Action,Adventure,Animation,Drama,Fantasy']","[[{'movieId': 3000, 'title': 'Princess Mononoke (Mononoke-hime) (1997)', 'imdbId': 119698, 'tmdbId': 128}]]"
167,"['Action,Adventure,Comedy,Fantasy,Horror']","[[{'movieId': 1215, 'title': 'Army of Darkness (1993)', 'imdbId': 106308, 'tmdbId': 766}]]"
168,"['Action,Adventure']","[[{'movieId': 3030, 'title': 'Yojimbo (1961)', 'imdbId': 55630, 'tmdbId': 11878}]]"
169,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
170,"['Children,Drama']","[[{'movieId': 34, 'title': 'Babe (1995)', 'imdbId': 112431, 'tmdbId': 9598}]]"
171,"['Action,Adventure']","[[{'movieId': 761, 'title': 'Phantom, The (1996)', 'imdbId': 117331, 'tmdbId': 9826}, {'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
172,"['Comedy,Fantasy,Romance']","[[{'movieId': 3087, 'title': 'Scrooged (1988)', 'imdbId': 96061, 'tmdbId': 9647}]]"
173,"['Comedy,Drama,Romance,War']","[[{'movieId': 356, 'title': 'Forrest Gump (1994)', 'imdbId': 109830, 'tmdbId': 13}]]"
174,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
175,"['Children,Comedy,Drama']","[[{'movieId': 32289, 'title': 'Ice Princess (2005)', 'imdbId': 396652, 'tmdbId': 13374}]]"
176,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
177,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
178,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
179,"['Action,Adventure,Romance,Thriller']","[[{'movieId': 736, 'title': 'Twister (1996)', 'imdbId': 117998, 'tmdbId': 664}]]"
180,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
181,"['Action,Adventure,Sci-Fi,Thriller']","[[{'movieId': 480, 'title': 'Jurassic Park (1993)', 'imdbId': 107290, 'tmdbId': 329}]]"
182,"['Action,Adventure,Animation,Drama,Fantasy']","[[{'movieId': 3000, 'title': 'Princess Mononoke (Mononoke-hime) (1997)', 'imdbId': 119698, 'tmdbId': 128}]]"
183,"['Action,Adventure,Drama']","[[{'movieId': 1287, 'title': 'Ben-Hur (1959)', 'imdbId': 52618, 'tmdbId': 665}]]"
184,"['Action,Adventure,Animation,Children,Comedy,Fantasy']","[[{'movieId': 108932, 'title': 'The Lego Movie (2014)', 'imdbId': 1490017, 'tmdbId': 137106}]]"
185,"['Comedy,Musical,Romance']","[[{'movieId': 899, 'title': ""Singin' in the Rain (1952)"", 'imdbId': 45152, 'tmdbId': 872}]]"
186,"['Action,Adventure,Children,Comedy']","[[{'movieId': 4232, 'title': 'Spy Kids (2001)', 'imdbId': 227538, 'tmdbId': 10054}]]"
187,"['Action,Adventure,Animation,Children,Fantasy,Sci-Fi']","[[{'movieId': 6350, 'title': 'Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)', 'imdbId': 92067, 'tmdbId': 10515}]]"
188,"['Adventure,Children,Fantasy,Musical']","[[{'movieId': 919, 'title': 'Wizard of Oz, The (1939)', 'imdbId': 32138, 'tmdbId': 630}]]"
189,"['Action,Crime,Drama,IMAX']","[[{'movieId': 58559, 'title': 'Dark Knight, The (2008)', 'imdbId': 468569, 'tmdbId': 155}]]"
190,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
191,"['Action,Crime,Drama,Thriller']","[[{'movieId': 293, 'title': 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'imdbId': 110413, 'tmdbId': 101}]]"
192,"['Action,Adventure,Comedy,Romance,Thriller']","[[{'movieId': 380, 'title': 'True Lies (1994)', 'imdbId': 111503, 'tmdbId': 36955}]]"
193,"['Action,Adventure,Mystery,Romance,Thriller']","[[{'movieId': 908, 'title': 'North by Northwest (1959)', 'imdbId': 53125, 'tmdbId': 213}]]"
194,"['Action,Adventure,Comedy,Romance']","[[{'movieId': 552, 'title': 'Three Musketeers, The (1993)', 'imdbId': 108333, 'tmdbId': 10057}, {'movieId': 2406, 'title': 'Romancing the Stone (1984)', 'imdbId': 88011, 'tmdbId': 9326}]]"
195,"['Action,Adventure,Mystery,Romance,Thriller']","[[{'movieId': 908, 'title': 'North by Northwest (1959)', 'imdbId': 53125, 'tmdbId': 213}]]"
196,"['Action,Adventure,Drama']","[[{'movieId': 3578, 'title': 'Gladiator (2000)', 'imdbId': 172495, 'tmdbId': 98}]]"
197,"['Action,Adventure,Sci-Fi']","[[{'movieId': 2628, 'title': 'Star Wars: Episode I - The Phantom Menace (1999)', 'imdbId': 120915, 'tmdbId': 1893}]]"
198,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
199,"['Action,Horror']","[[{'movieId': 1387, 'title': 'Jaws (1975)', 'imdbId': 73195, 'tmdbId': 578}]]"
200,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
201,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
202,"['Action,Adventure,Comedy,Thriller']","[[{'movieId': 1429, 'title': 'First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)', 'imdbId': 116704, 'tmdbId': 9404}]]"
203,"['Action,Adventure,Drama']","[[{'movieId': 3578, 'title': 'Gladiator (2000)', 'imdbId': 172495, 'tmdbId': 98}]]"
204,"['Action,Sci-Fi,Thriller,IMAX']","[[{'movieId': 44191, 'title': 'V for Vendetta (2006)', 'imdbId': 434409, 'tmdbId': 752}]]"
205,['Documentary'],"[[{'movieId': 71462, 'title': 'Cove, The (2009)', 'imdbId': 1313104, 'tmdbId': 23128}]]"
206,"['Adventure,Animation,Children,Comedy,Fantasy']","[[{'movieId': 1, 'title': 'Toy Story (1995)', 'imdbId': 114709, 'tmdbId': 862}]]"
207,"['Drama,Romance']","[[{'movieId': 2858, 'title': 'American Beauty (1999)', 'imdbId': 169547, 'tmdbId': 14}]]"
208,"['Action,Sci-Fi,Thriller']","[[{'movieId': 2571, 'title': 'Matrix, The (1999)', 'imdbId': 133093, 'tmdbId': 603}]]"
209,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
210,"['Action,Adventure,Animation']","[[{'movieId': 112175, 'title': 'How to Train Your Dragon 2 (2014)', 'imdbId': 1646971, 'tmdbId': 82702}]]"
211,"['Action,Adventure,Crime,IMAX']","[[{'movieId': 91529, 'title': 'Dark Knight Rises, The (2012)', 'imdbId': 1345836, 'tmdbId': 49026}]]"
213,"['Action,Sci-Fi']","[[{'movieId': 589, 'title': 'Terminator 2: Judgment Day (1991)', 'imdbId': 103064, 'tmdbId': 280}]]"
214,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
215,"['Action,Drama,Thriller']","[[{'movieId': 5782, 'title': 'Professional, The (Le professionnel) (1981)', 'imdbId': 82949, 'tmdbId': 1672}]]"
216,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
217,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
218,"['Comedy,War']","[[{'movieId': 750, 'title': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'imdbId': 57012, 'tmdbId': 935}]]"
219,"['Action,Adventure,Animation,Drama,Fantasy']","[[{'movieId': 3000, 'title': 'Princess Mononoke (Mononoke-hime) (1997)', 'imdbId': 119698, 'tmdbId': 128}]]"
220,"['Action,Adventure,Comedy,Fantasy']","[[{'movieId': 6539, 'title': 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'imdbId': 325980, 'tmdbId': 22}]]"
221,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
222,"['Action,Comedy,Musical']","[[{'movieId': 1220, 'title': 'Blues Brothers, The (1980)', 'imdbId': 80455, 'tmdbId': 525}]]"
223,"['Drama,Fantasy,Thriller']","[[{'movieId': 48394, 'title': ""Pan's Labyrinth (Laberinto del fauno, El) (2006)"", 'imdbId': 457430, 'tmdbId': 1417}]]"
224,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
225,"['Action,Horror']","[[{'movieId': 1387, 'title': 'Jaws (1975)', 'imdbId': 73195, 'tmdbId': 578}]]"
226,"['Action,Adventure,Crime,Thriller']","[[{'movieId': 170, 'title': 'Hackers (1995)', 'imdbId': 113243, 'tmdbId': 10428}]]"
227,"['Action,Crime,Drama']","[[{'movieId': 85342, 'title': 'Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010)', 'imdbId': 1555149, 'tmdbId': 47931}]]"
228,"['Action,Adventure,Drama']","[[{'movieId': 1801, 'title': 'Man in the Iron Mask, The (1998)', 'imdbId': 120744, 'tmdbId': 9313}, {'movieId': 2013, 'title': 'Poseidon Adventure, The (1972)', 'imdbId': 69113, 'tmdbId': 551}]]"
229,"['Action,Comedy,Romance']","[[{'movieId': 236, 'title': 'French Kiss (1995)', 'imdbId': 113117, 'tmdbId': 397}]]"
230,"['Action,Adventure,Comedy,Fantasy']","[[{'movieId': 6539, 'title': 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'imdbId': 325980, 'tmdbId': 22}]]"
231,"['Action,Adventure,Horror,Sci-Fi']","[[{'movieId': 1200, 'title': 'Aliens (1986)', 'imdbId': 90605, 'tmdbId': 679}]]"
232,"['Action,Crime,Drama,IMAX']","[[{'movieId': 58559, 'title': 'Dark Knight, The (2008)', 'imdbId': 468569, 'tmdbId': 155}]]"
233,"['Drama,Romance,Sci-Fi']","[[{'movieId': 7361, 'title': 'Eternal Sunshine of the Spotless Mind (2004)', 'imdbId': 338013, 'tmdbId': 38}]]"
234,"['Action,Adventure,Comedy,Crime']","[[{'movieId': 153, 'title': 'Batman Forever (1995)', 'imdbId': 112462, 'tmdbId': 414}]]"
235,"['Action,Romance,Thriller']","[[{'movieId': 377, 'title': 'Speed (1994)', 'imdbId': 111257, 'tmdbId': 1637}]]"
236,"['Action,Adventure,Comedy']","[[{'movieId': 2683, 'title': 'Austin Powers: The Spy Who Shagged Me (1999)', 'imdbId': 145660, 'tmdbId': 817}]]"
237,"['Mystery,Sci-Fi,Thriller']","[[{'movieId': 32, 'title': 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'imdbId': 114746, 'tmdbId': 63}]]"
238,"['Crime,Drama,Mystery,Thriller']","[[{'movieId': 2023, 'title': 'Godfather: Part III, The (1990)', 'imdbId': 99674, 'tmdbId': 242}]]"
239,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
240,"['Action,Adventure,Romance,Thriller']","[[{'movieId': 736, 'title': 'Twister (1996)', 'imdbId': 117998, 'tmdbId': 664}]]"
241,"['Comedy,Romance']","[[{'movieId': 4973, 'title': ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'imdbId': 211915, 'tmdbId': 194}]]"
242,"['Comedy,Crime,Drama,Thriller']","[[{'movieId': 296, 'title': 'Pulp Fiction (1994)', 'imdbId': 110912, 'tmdbId': 680}]]"
243,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
244,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
245,"['Adventure,Animation,Children,Comedy,Fantasy']","[[{'movieId': 3114, 'title': 'Toy Story 2 (1999)', 'imdbId': 120363, 'tmdbId': 863}]]"
246,"['Action,Adventure,Animation,Children,Comedy,Western']","[[{'movieId': 84944, 'title': 'Rango (2011)', 'imdbId': 1192628, 'tmdbId': 44896}]]"
247,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
248,"['Action,Adventure,Animation,Children,Comedy']","[[{'movieId': 8961, 'title': 'Incredibles, The (2004)', 'imdbId': 317705, 'tmdbId': 9806}]]"
249,"['Action,Adventure,Western']","[[{'movieId': 1201, 'title': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'imdbId': 60196, 'tmdbId': 429}]]"
250,"['Adventure,Crime,Drama']","[[{'movieId': 3418, 'title': 'Thelma & Louise (1991)', 'imdbId': 103074, 'tmdbId': 1541}]]"
251,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
252,"['Adventure,Animation,Children,Comedy']","[[{'movieId': 6377, 'title': 'Finding Nemo (2003)', 'imdbId': 266543, 'tmdbId': 12}]]"
253,"['Adventure,Animation,Drama,Fantasy,Sci-Fi']","[[{'movieId': 7099, 'title': 'Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)', 'imdbId': 87544, 'tmdbId': 81}]]"
254,"['Action,Crime,Film-Noir,Mystery,Thriller']","[[{'movieId': 32587, 'title': 'Sin City (2005)', 'imdbId': 401792, 'tmdbId': 187}]]"
255,"['Action,Adventure,Sci-Fi']","[[{'movieId': 1210, 'title': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'imdbId': 86190, 'tmdbId': 1892}]]"
256,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
257,"['Action,Adventure,Comedy,Crime']","[[{'movieId': 112, 'title': 'Rumble in the Bronx (Hont faan kui) (1995)', 'imdbId': 113326, 'tmdbId': 33542}]]"
258,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
259,"['Adventure,Animation,Children,Comedy,Fantasy,Romance']","[[{'movieId': 4306, 'title': 'Shrek (2001)', 'imdbId': 126029, 'tmdbId': 808}]]"
260,"['Adventure,Animation,Comedy']","[[{'movieId': 720, 'title': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'imdbId': 118114, 'tmdbId': 503475}]]"
261,"['Action,Crime,Drama']","[[{'movieId': 2194, 'title': 'Untouchables, The (1987)', 'imdbId': 94226, 'tmdbId': 117}]]"
262,"['Drama,Horror,Sci-Fi']","[[{'movieId': 273, 'title': ""Mary Shelley's Frankenstein (Frankenstein) (1994)"", 'imdbId': 109836, 'tmdbId': 3036}]]"
263,"['Adventure,Animation,Children,Comedy,Sci-Fi']","[[{'movieId': 1223, 'title': 'Grand Day Out with Wallace and Gromit, A (1989)', 'imdbId': 104361, 'tmdbId': 530}]]"
264,"['Adventure,Drama,War']","[[{'movieId': 1250, 'title': 'Bridge on the River Kwai, The (1957)', 'imdbId': 50212, 'tmdbId': 826}]]"
265,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
266,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
267,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
268,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
269,"['Action,Crime,Thriller']","[[{'movieId': 6, 'title': 'Heat (1995)', 'imdbId': 113277, 'tmdbId': 949}]]"
270,"['Adventure,Animation,Children,Comedy,Fantasy']","[[{'movieId': 1, 'title': 'Toy Story (1995)', 'imdbId': 114709, 'tmdbId': 862}]]"
271,"['Action,Adventure,Horror,Sci-Fi']","[[{'movieId': 1200, 'title': 'Aliens (1986)', 'imdbId': 90605, 'tmdbId': 679}]]"
272,"['Adventure,Animation,Children']","[[{'movieId': 177765, 'title': 'Coco (2017)', 'imdbId': 2380307, 'tmdbId': 354912}]]"
273,"['Action,Sci-Fi']","[[{'movieId': 589, 'title': 'Terminator 2: Judgment Day (1991)', 'imdbId': 103064, 'tmdbId': 280}]]"
274,"['Action,Comedy,Crime,Mystery']","[[{'movieId': 51255, 'title': 'Hot Fuzz (2007)', 'imdbId': 425112, 'tmdbId': 4638}]]"
275,"['Action,Adventure,Comedy,Drama,War']","[[{'movieId': 2890, 'title': 'Three Kings (1999)', 'imdbId': 120188, 'tmdbId': 6415}]]"
276,"['Action,Adventure,Mystery,Thriller']","[[{'movieId': 648, 'title': 'Mission: Impossible (1996)', 'imdbId': 117060, 'tmdbId': 954}]]"
277,"['Action,Comedy,Sci-Fi']","[[{'movieId': 1391, 'title': 'Mars Attacks! (1996)', 'imdbId': 116996, 'tmdbId': 75}]]"
278,"['Animation,Comedy']","[[{'movieId': 54272, 'title': 'Simpsons Movie, The (2007)', 'imdbId': 462538, 'tmdbId': 35}]]"
279,"['Action,Adventure,Crime,IMAX']","[[{'movieId': 91529, 'title': 'Dark Knight Rises, The (2012)', 'imdbId': 1345836, 'tmdbId': 49026}]]"
280,"['Action,Adventure,Drama,Sci-Fi,Thriller']","[[{'movieId': 91500, 'title': 'The Hunger Games (2012)', 'imdbId': 1392170, 'tmdbId': 70160}]]"
281,"['Action,Comedy,Crime,Thriller']","[[{'movieId': 7325, 'title': 'Starsky & Hutch (2004)', 'imdbId': 335438, 'tmdbId': 9384}]]"
282,"['Action,Adventure,Animation,Children,Comedy']","[[{'movieId': 8961, 'title': 'Incredibles, The (2004)', 'imdbId': 317705, 'tmdbId': 9806}]]"
283,"['Action,Drama,War']","[[{'movieId': 110, 'title': 'Braveheart (1995)', 'imdbId': 112573, 'tmdbId': 197}]]"
284,"['Action,Adventure,Sci-Fi,Thriller']","[[{'movieId': 480, 'title': 'Jurassic Park (1993)', 'imdbId': 107290, 'tmdbId': 329}]]"
285,"['Crime,Drama,Thriller']","[[{'movieId': 111, 'title': 'Taxi Driver (1976)', 'imdbId': 75314, 'tmdbId': 103}]]"
286,"['Action,Adventure,Drama,Fantasy']","[[{'movieId': 7153, 'title': 'Lord of the Rings: The Return of the King, The (2003)', 'imdbId': 167260, 'tmdbId': 122}]]"
287,"['Comedy,Drama,Musical']","[[{'movieId': 4642, 'title': 'Hedwig and the Angry Inch (2000)', 'imdbId': 248845, 'tmdbId': 13403}]]"
288,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}, {'movieId': 1291, 'title': 'Indiana Jones and the Last Crusade (1989)', 'imdbId': 97576, 'tmdbId': 89}]]"
289,"['Drama,War']","[[{'movieId': 7025, 'title': 'Midnight Clear, A (1992)', 'imdbId': 102443, 'tmdbId': 23908}]]"
290,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
291,"['Action,Adventure,Comedy,Sci-Fi']","[[{'movieId': 122904, 'title': 'Deadpool (2016)', 'imdbId': 1431045, 'tmdbId': 293660}]]"
292,"['Adventure,Animation,Children,Drama,Sci-Fi']","[[{'movieId': 2761, 'title': 'Iron Giant, The (1999)', 'imdbId': 129167, 'tmdbId': 10386}]]"
293,"['Comedy,Drama,Sci-Fi']","[[{'movieId': 1682, 'title': 'Truman Show, The (1998)', 'imdbId': 120382, 'tmdbId': 37165}]]"
294,"['Adventure,Comedy,Drama']","[[{'movieId': 1884, 'title': 'Fear and Loathing in Las Vegas (1998)', 'imdbId': 120669, 'tmdbId': 1878}]]"
295,"['Action,Comedy,Horror,Thriller']","[[{'movieId': 70, 'title': 'From Dusk Till Dawn (1996)', 'imdbId': 116367, 'tmdbId': 755}]]"
296,"['Action,Adventure,Western']","[[{'movieId': 1201, 'title': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'imdbId': 60196, 'tmdbId': 429}]]"
297,"['Comedy,Crime']","[[{'movieId': 1732, 'title': 'Big Lebowski, The (1998)', 'imdbId': 118715, 'tmdbId': 115}]]"
298,"['Action,Adventure,Children,Comedy,Fantasy']","[[{'movieId': 2005, 'title': 'Goonies, The (1985)', 'imdbId': 89218, 'tmdbId': 9340}]]"
299,"['Action,Adventure,Drama']","[[{'movieId': 3578, 'title': 'Gladiator (2000)', 'imdbId': 172495, 'tmdbId': 98}]]"
300,"['Action,Adventure,Crime,Drama,Thriller']","[[{'movieId': 6016, 'title': 'City of God (Cidade de Deus) (2002)', 'imdbId': 317248, 'tmdbId': 598}]]"
301,"['Drama,Mystery,Sci-Fi,Thriller']","[[{'movieId': 48780, 'title': 'Prestige, The (2006)', 'imdbId': 482571, 'tmdbId': 1124}]]"
302,"['Action,Adventure']","[[{'movieId': 1198, 'title': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'imdbId': 82971, 'tmdbId': 85}]]"
303,"['Action,Adventure,Horror,Sci-Fi']","[[{'movieId': 1200, 'title': 'Aliens (1986)', 'imdbId': 90605, 'tmdbId': 679}]]"
304,"['Action,Adventure,Comedy,Fantasy,Romance']","[[{'movieId': 1197, 'title': 'Princess Bride, The (1987)', 'imdbId': 93779, 'tmdbId': 2493}]]"
305,"['Action,Adventure,Comedy,Crime,Thriller']","[[{'movieId': 80219, 'title': 'Machete (2010)', 'imdbId': 985694, 'tmdbId': 23631}]]"
